data_recolha,finalidade,montante_eur,prazo_meses,prestacao_mensal_eur,taeg_pct,tan_pct,mtic_eur
2026-09-05,Mobiliário/Decoração,60000.0,42,1773.43,14.6,12.1,75540.06
2026-09-05,Mobiliário/Decoração,60000.0,48,1597.17,14.4,12.1,77720.16
2026-09-05,Mobiliário/Decoração,60000.0,54,1405.14,12.2,10.3,76933.56
2026-09-05,Mobiliário/Decoração,60000.0,60,1295.88,12.1,10.3,78808.8
2026-09-05,Mobiliário/Decoração,60000.0,66,1206.91,12.0,10.3,80712.06
2026-09-05,Mobiliário/Decoração,60000.0,72,1122.17,11.6,9.95,81852.24
2026-09-05,Mobiliário/Decoração,60000.0,78,1059.97,11.5,9.95,83733.66
2026-09-05,Mobiliário/Decoração,60000.0,84,963.52,9.9,8.6,81991.68
2026-09-05,Mobiliário/Decoração,65000.0,12,5742.38,15.3,10.5,70052.56
2026-09-05,Mobiliário/Decoração,65000.0,18,3931.3,14.1,10.5,71907.4
2026-09-05,Mobiliário/Decoração,65000.0,24,3027.1,13.5,10.5,73794.4
2026-09-05,Mobiliário/Decoração,65000.0,30,2485.64,13.1,10.5,75713.2
2026-09-05,Mobiliário/Decoração,65000.0,36,2125.55,12.9,10.5,77663.8
2026-09-05,Mobiliário/Decoração,65000.0,42,1921.22,14.6,12.1,81835.24
2026-09-05,Mobiliário/Decoração,65000.0,48,1730.27,14.4,12.1,84196.96
2026-09-05,Mobiliário/Decoração,65000.0,54,1522.24,12.2,10.3,83344.96
2026-09-05,Mobiliário/Decoração,65000.0,60,1403.88,12.1,10.3,85376.8
2026-09-05,Mobiliário/Decoração,65000.0,66,1307.49,12.0,10.3,87438.34
2026-09-05,Mobiliário/Decoração,65000.0,72,1215.68,11.6,9.95,88672.96
2026-09-05,Mobiliário/Decoração,65000.0,78,1148.3,11.5,9.95,90711.4
2026-09-05,Mobiliário/Decoração,65000.0,84,1043.81,9.9,8.6,88824.04
2026-09-05,Mobiliário/Decoração,70000.0,12,6184.1,15.3,10.5,75441.2
2026-09-05,Mobiliário/Decoração,70000.0,18,4233.71,14.1,10.5,77438.78
2026-09-05,Mobiliário/Decoração,70000.0,24,3259.95,13.5,10.5,79470.8
2026-09-05,Mobiliário/Decoração,70000.0,30,2676.84,13.1,10.5,81537.2
2026-09-05,Mobiliário/Decoração,70000.0,36,2289.06,12.9,10.5,83638.16
2026-09-05,Mobiliário/Decoração,70000.0,42,2069.0,14.6,12.1,88130.0
2026-09-05,Mobiliário/Decoração,70000.0,48,1863.37,14.4,12.1,90673.76
2026-09-05,Mobiliário/Decoração,70000.0,54,1639.33,12.2,10.3,89755.82
2026-09-05,Mobiliário/Decoração,70000.0,60,1511.87,12.1,10.3,91944.2
2026-09-05,Mobiliário/Decoração,70000.0,66,1408.06,12.0,10.3,94163.96
2026-09-05,Mobiliário/Decoração,70000.0,72,1309.2,11.6,9.95,95494.4
2026-09-05,Mobiliário/Decoração,70000.0,78,1236.63,11.5,9.95,97689.14
2026-09-05,Mobiliário/Decoração,70000.0,84,1124.11,9.9,8.6,95657.24
2026-09-05,Mobiliário/Decoração,75000.0,12,6625.83,15.3,10.5,80829.96
2026-09-05,Mobiliário/Decoração,75000.0,18,4536.12,14.1,10.5,82970.16
2026-09-05,Mobiliário/Decoração,75000.0,24,3492.8,13.5,10.5,85147.2
2026-09-05,Mobiliário/Decoração,75000.0,30,2868.05,13.1,10.5,87361.5
2026-09-05,Mobiliário/Decoração,75000.0,36,2452.56,12.9,10.5,89612.16
2026-09-05,Mobiliário/Decoração,75000.0,42,2216.79,14.6,12.1,94425.18
2026-09-05,Mobiliário/Decoração,75000.0,48,1996.46,14.4,12.1,97150.08
2026-09-05,Mobiliário/Decoração,75000.0,54,1756.43,12.2,10.3,96167.22
2026-09-05,Mobiliário/Decoração,75000.0,60,1619.86,12.1,10.3,98511.6
2026-09-05,Mobiliário/Decoração,75000.0,66,1508.64,12.0,10.3,100890.24
2026-09-05,Mobiliário/Decoração,75000.0,72,1402.71,11.6,9.95,102315.12
2026-09-05,Mobiliário/Decoração,75000.0,78,1324.96,11.5,9.95,104666.88
2026-09-05,Mobiliário/Decoração,75000.0,84,1204.4,9.9,8.6,102489.6
2026-09-05,Informática/Eletrodomésticos,1000.0,12,88.34,15.3,10.5,1077.68
2026-09-05,Informática/Eletrodomésticos,1000.0,18,60.48,14.1,10.5,1106.24
2026-09-05,Informática/Eletrodomésticos,1000.0,24,46.57,13.5,10.5,1135.28
2026-09-05,Informática/Eletrodomésticos,1000.0,30,39.02,15.0,12.1,1188.2
2026-09-05,Informática/Eletrodomésticos,1000.0,36,33.49,14.7,12.1,1223.24
2026-09-05,Informática/Eletrodomésticos,5000.0,12,441.72,15.3,10.5,5388.64
2026-09-05,Informática/Eletrodomésticos,5000.0,18,302.41,14.1,10.5,5531.38
2026-09-05,Informática/Eletrodomésticos,5000.0,24,232.85,13.5,10.5,5676.4
2026-09-05,Informática/Eletrodomésticos,5000.0,30,191.2,13.1,10.5,5824.0
2026-09-05,Informática/Eletrodomésticos,5000.0,36,163.5,12.9,10.5,5974.0
2026-09-05,Informática/Eletrodomésticos,5000.0,42,147.79,14.6,12.1,6295.18
2026-09-05,Informática/Eletrodomésticos,5000.0,48,133.1,14.4,12.1,6476.8
2026-09-05,Informática/Eletrodomésticos,5000.0,54,117.1,12.2,10.3,6411.4
2026-09-05,Informática/Eletrodomésticos,5000.0,60,107.99,12.1,10.3,6567.4
2026-09-05,Informática/Eletrodomésticos,5000.0,66,100.58,12.0,10.3,6726.28
2026-09-05,Informática/Eletrodomésticos,5000.0,72,93.51,11.6,9.95,6820.72
2026-09-05,Informática/Eletrodomésticos,5000.0,78,88.33,11.5,9.95,6977.74
2026-09-05,Informática/Eletrodomésticos,5000.0,84,82.7,11.0,9.5,7034.8
2026-09-05,Informática/Eletrodomésticos,10000.0,12,883.44,15.3,10.5,10777.28
2026-09-05,Informática/Eletrodomésticos,10000.0,18,604.82,14.1,10.5,11062.76
2026-09-05,Informática/Eletrodomésticos,10000.0,24,465.71,13.5,10.5,11353.04
2026-09-05,Informática/Eletrodomésticos,10000.0,30,382.41,13.1,10.5,11648.3
2026-09-05,Informática/Eletrodomésticos,10000.0,36,327.01,12.9,10.5,11948.36
2026-09-05,Informática/Eletrodomésticos,10000.0,42,295.57,14.6,12.1,12589.94
2026-09-05,Informática/Eletrodomésticos,10000.0,48,266.2,14.4,12.1,12953.6
2026-09-05,Informática/Eletrodomésticos,10000.0,54,234.19,12.2,10.3,12822.26
2026-09-05,Informática/Eletrodomésticos,10000.0,60,215.98,12.1,10.3,13134.8
2026-09-05,Informática/Eletrodomésticos,10000.0,66,201.15,12.0,10.3,13451.9
2026-09-05,Informática/Eletrodomésticos,10000.0,72,187.03,11.6,9.95,13642.16
2026-09-05,Informática/Eletrodomésticos,10000.0,78,176.66,11.5,9.95,13955.48
2026-09-05,Informática/Eletrodomésticos,10000.0,84,160.08,9.8,8.5,13622.72
2026-09-05,Informática/Eletrodomésticos,15000.0,12,1325.17,15.3,10.5,16166.04
2026-09-05,Informática/Eletrodomésticos,15000.0,18,907.22,14.1,10.5,16593.96
2026-09-05,Informática/Eletrodomésticos,15000.0,24,698.56,13.5,10.5,17029.44
2026-09-05,Informática/Eletrodomésticos,15000.0,30,573.61,13.1,10.5,17472.3
2026-09-05,Informática/Eletrodomésticos,15000.0,36,490.51,12.9,10.5,17922.36
2026-09-05,Informática/Eletrodomésticos,15000.0,42,443.36,14.6,12.1,18885.12
2026-09-05,Informática/Eletrodomésticos,15000.0,48,399.29,14.4,12.1,19429.92
2026-09-05,Informática/Eletrodomésticos,15000.0,54,351.29,12.2,10.3,19233.66
2026-09-05,Informática/Eletrodomésticos,15000.0,60,323.97,12.1,10.3,19702.2
2026-09-05,Informática/Eletrodomésticos,15000.0,66,301.73,12.0,10.3,20178.18
2026-09-05,Informática/Eletrodomésticos,15000.0,72,280.54,11.6,9.95,20462.88
2026-09-05,Informática/Eletrodomésticos,15000.0,78,264.99,11.5,9.95,20933.22
2026-09-05,Informática/Eletrodomésticos,15000.0,84,240.88,9.9,8.6,20497.92
2026-09-05,Informática/Eletrodomésticos,20000.0,12,1766.89,15.3,10.5,21554.68
2026-09-05,Informática/Eletrodomésticos,20000.0,18,1209.63,14.1,10.5,22125.34
2026-09-05,Informática/Eletrodomésticos,20000.0,24,931.41,13.5,10.5,22705.84
2026-09-05,Informática/Eletrodomésticos,20000.0,30,764.81,13.1,10.5,23296.3
2026-09-05,Informática/Eletrodomésticos,20000.0,36,654.02,12.9,10.5,23896.72
2026-09-05,Informática/Eletrodomésticos,20000.0,42,591.14,14.6,12.1,25179.88
2026-09-05,Informática/Eletrodomésticos,20000.0,48,532.39,14.4,12.1,25906.72
2026-09-05,Informática/Eletrodomésticos,20000.0,54,468.38,12.2,10.3,25644.52
2026-09-05,Informática/Eletrodomésticos,20000.0,60,431.96,12.1,10.3,26269.6
2026-09-05,Informática/Eletrodomésticos,20000.0,66,402.3,12.0,10.3,26903.8
2026-09-05,Informática/Eletrodomésticos,20000.0,72,374.06,11.6,9.95,27284.32
2026-09-05,Informática/Eletrodomésticos,20000.0,78,353.32,11.5,9.95,27910.96
2026-09-05,Informática/Eletrodomésticos,20000.0,84,321.17,9.9,8.6,27330.28
2026-09-05,Informática/Eletrodomésticos,25000.0,12,2208.61,15.3,10.5,26943.32
2026-09-05,Informática/Eletrodomésticos,25000.0,18,1512.04,14.1,10.5,27656.72
2026-09-05,Informática/Eletrodomésticos,25000.0,24,1164.27,13.5,10.5,28382.48
2026-09-05,Informática/Eletrodomésticos,25000.0,30,956.02,13.1,10.5,29120.6
2026-09-05,Informática/Eletrodomésticos,25000.0,36,817.52,12.9,10.5,29870.72
2026-09-05,Informática/Eletrodomésticos,25000.0,42,738.93,14.6,12.1,31475.06
2026-09-05,Informática/Eletrodomésticos,25000.0,48,665.49,14.4,12.1,32383.52
2026-09-05,Informática/Eletrodomésticos,25000.0,54,585.48,12.2,10.3,32055.92
2026-09-05,Informática/Eletrodomésticos,25000.0,60,539.95,12.1,10.3,32837.0
2026-09-05,Informática/Eletrodomésticos,25000.0,66,502.88,12.0,10.3,33630.08
2026-09-05,Informática/Eletrodomésticos,25000.0,72,467.57,11.6,9.95,34105.04
2026-09-05,Informática/Eletrodomésticos,25000.0,78,441.65,11.5,9.95,34888.7
2026-09-05,Informática/Eletrodomésticos,25000.0,84,401.47,9.9,8.6,34163.48
2026-09-05,Informática/Eletrodomésticos,30000.0,12,2650.33,15.3,10.5,32331.96
2026-09-05,Informática/Eletrodomésticos,30000.0,18,1814.45,14.1,10.5,33188.1
2026-09-05,Informática/Eletrodomésticos,30000.0,24,1397.12,13.5,10.5,34058.88
2026-09-05,Informática/Eletrodomésticos,30000.0,30,1147.22,13.1,10.5,34944.6
2026-09-05,Informática/Eletrodomésticos,30000.0,36,981.03,12.9,10.5,35845.08
2026-09-05,Informática/Eletrodomésticos,30000.0,42,886.72,14.6,12.1,37770.24
2026-09-05,Informática/Eletrodomésticos,30000.0,48,798.59,14.4,12.1,38860.32
2026-09-05,Informática/Eletrodomésticos,30000.0,54,702.57,12.2,10.3,38466.78
2026-09-05,Informática/Eletrodomésticos,30000.0,60,647.94,12.1,10.3,39404.4
2026-09-05,Informática/Eletrodomésticos,30000.0,66,603.46,12.0,10.3,40356.36
2026-09-05,Informática/Eletrodomésticos,30000.0,72,561.08,11.6,9.95,40925.76
2026-09-05,Informática/Eletrodomésticos,30000.0,78,529.98,11.5,9.95,41866.44
2026-09-05,Informática/Eletrodomésticos,30000.0,84,481.76,9.9,8.6,40995.84
2026-09-05,Informática/Eletrodomésticos,35000.0,12,3092.05,15.3,10.5,37720.6
2026-09-05,Informática/Eletrodomésticos,35000.0,18,2116.85,14.1,10.5,38719.3
2026-09-05,Informática/Eletrodomésticos,35000.0,24,1629.97,13.5,10.5,39735.28
2026-09-05,Informática/Eletrodomésticos,35000.0,30,1338.42,13.1,10.5,40768.6
2026-09-05,Informática/Eletrodomésticos,35000.0,36,1144.53,12.9,10.5,41819.08
2026-09-05,Informática/Eletrodomésticos,35000.0,42,1034.5,14.6,12.1,44065.0
2026-09-05,Informática/Eletrodomésticos,35000.0,48,931.68,14.4,12.1,45336.64
2026-09-05,Informática/Eletrodomésticos,35000.0,54,819.67,12.2,10.3,44878.18
2026-09-05,Informática/Eletrodomésticos,35000.0,60,755.93,12.1,10.3,45971.8
2026-09-05,Informática/Eletrodomésticos,35000.0,66,704.03,12.0,10.3,47081.98
2026-09-05,Informática/Eletrodomésticos,35000.0,72,654.6,11.6,9.95,47747.2
2026-09-05,Informática/Eletrodomésticos,35000.0,78,618.31,11.5,9.95,48844.18
2026-09-05,Informática/Eletrodomésticos,35000.0,84,562.05,9.9,8.6,47828.2
2026-09-05,Informática/Eletrodomésticos,40000.0,12,3533.77,15.3,10.5,43109.24
2026-09-05,Informática/Eletrodomésticos,40000.0,18,2419.26,14.1,10.5,44250.68
2026-09-05,Informática/Eletrodomésticos,40000.0,24,1862.83,13.5,10.5,45411.92
2026-09-05,Informática/Eletrodomésticos,40000.0,30,1529.62,13.1,10.5,46592.6
2026-09-05,Informática/Eletrodomésticos,40000.0,36,1308.03,12.9,10.5,47793.08
2026-09-05,Informática/Eletrodomésticos,40000.0,42,1182.29,14.6,12.1,50360.18
2026-09-05,Informática/Eletrodomésticos,40000.0,48,1064.78,14.4,12.1,51813.44
2026-09-05,Informática/Eletrodomésticos,40000.0,54,936.76,12.2,10.3,51289.04
2026-09-05,Informática/Eletrodomésticos,40000.0,60,863.92,12.1,10.3,52539.2
2026-09-05,Informática/Eletrodomésticos,40000.0,66,804.61,12.0,10.3,53808.26
2026-09-05,Informática/Eletrodomésticos,40000.0,72,748.11,11.6,9.95,54567.92
2026-09-05,Informática/Eletrodomésticos,40000.0,78,706.65,11.5,9.95,55822.7
2026-09-05,Informática/Eletrodomésticos,40000.0,84,642.35,9.9,8.6,54661.4
2026-09-05,Informática/Eletrodomésticos,45000.0,12,3975.5,15.3,10.5,48498.0
2026-09-05,Informática/Eletrodomésticos,45000.0,18,2721.67,14.1,10.5,49782.06
2026-09-05,Informática/Eletrodomésticos,45000.0,24,2095.68,13.5,10.5,51088.32
2026-09-05,Informática/Eletrodomésticos,45000.0,30,1720.83,13.1,10.5,52416.9
2026-09-05,Informática/Eletrodomésticos,45000.0,36,1471.54,12.9,10.5,53767.44
2026-09-05,Informática/Eletrodomésticos,45000.0,42,1330.07,14.6,12.1,56654.94
2026-09-05,Informática/Eletrodomésticos,45000.0,48,1197.88,14.4,12.1,58290.24
2026-09-05,Informática/Eletrodomésticos,45000.0,54,1053.86,12.2,10.3,57700.44
2026-09-05,Informática/Eletrodomésticos,45000.0,60,971.91,12.1,10.3,59106.6
2026-09-05,Informática/Eletrodomésticos,45000.0,66,905.18,12.0,10.3,60533.88
2026-09-05,Informática/Eletrodomésticos,45000.0,72,841.63,11.6,9.95,61389.36
2026-09-05,Informática/Eletrodomésticos,45000.0,78,794.98,11.5,9.95,62800.44
2026-09-05,Informática/Eletrodomésticos,45000.0,84,722.64,9.9,8.6,61493.76
2026-09-05,Informática/Eletrodomésticos,50000.0,12,4417.22,15.3,10.5,53886.64
2026-09-05,Informática/Eletrodomésticos,50000.0,18,3024.08,14.1,10.5,55313.44
2026-09-05,Informática/Eletrodomésticos,50000.0,24,2328.54,13.5,10.5,56764.96
2026-09-05,Informática/Eletrodomésticos,50000.0,30,1912.03,13.1,10.5,58240.9
2026-09-05,Informática/Eletrodomésticos,50000.0,36,1635.04,12.9,10.5,59741.44
2026-09-05,Informática/Eletrodomésticos,50000.0,42,1477.86,14.6,12.1,62950.12
2026-09-05,Informática/Eletrodomésticos,50000.0,48,1330.98,14.4,12.1,64767.04
2026-09-05,Informática/Eletrodomésticos,50000.0,54,1170.95,12.2,10.3,64111.3
2026-09-05,Informática/Eletrodomésticos,50000.0,60,1079.9,12.1,10.3,65674.0
2026-09-05,Informática/Eletrodomésticos,50000.0,66,1005.76,12.0,10.3,67260.16
2026-09-05,Informática/Eletrodomésticos,50000.0,72,935.14,11.6,9.95,68210.08
2026-09-05,Informática/Eletrodomésticos,50000.0,78,883.31,11.5,9.95,69778.18
2026-09-05,Informática/Eletrodomésticos,50000.0,84,802.93,9.9,8.6,68326.12
2026-09-05,Informática/Eletrodomésticos,55000.0,12,4858.94,15.3,10.5,59275.28
2026-09-05,Informática/Eletrodomésticos,55000.0,18,3326.49,14.1,10.5,60844.82
2026-09-05,Informática/Eletrodomésticos,55000.0,24,2561.39,13.5,10.5,62441.36
2026-09-05,Informática/Eletrodomésticos,55000.0,30,2103.23,13.1,10.5,64064.9
2026-09-05,Informática/Eletrodomésticos,55000.0,36,1798.55,12.9,10.5,65715.8
2026-09-05,Informática/Eletrodomésticos,55000.0,42,1625.65,14.6,12.1,69245.3
2026-09-05,Informática/Eletrodomésticos,55000.0,48,1464.07,14.4,12.1,71243.36
2026-09-05,Informática/Eletrodomésticos,55000.0,54,1288.05,12.2,10.3,70522.7
2026-09-05,Informática/Eletrodomésticos,55000.0,60,1187.89,12.1,10.3,72241.4
2026-09-05,Informática/Eletrodomésticos,55000.0,66,1106.34,12.0,10.3,73986.44
2026-09-05,Informática/Eletrodomésticos,55000.0,72,1028.66,11.6,9.95,75031.52
2026-09-05,Informática/Eletrodomésticos,55000.0,78,971.64,11.5,9.95,76755.92
2026-09-05,Informática/Eletrodomésticos,55000.0,84,883.23,9.9,8.6,75159.32
2026-09-05,Informática/Eletrodomésticos,60000.0,12,5300.66,15.3,10.5,64663.92
2026-09-05,Informática/Eletrodomésticos,60000.0,18,3628.89,14.1,10.5,66376.02
2026-09-05,Informática/Eletrodomésticos,60000.0,24,2794.24,13.5,10.5,68117.76
2026-09-05,Informática/Eletrodomésticos,60000.0,30,2294.44,13.1,10.5,69889.2
2026-09-05,Informática/Eletrodomésticos,60000.0,36,1962.05,12.9,10.5,71689.8
2026-09-05,Informática/Eletrodomésticos,60000.0,42,1773.43,14.6,12.1,75540.06
2026-09-05,Informática/Eletrodomésticos,60000.0,48,1597.17,14.4,12.1,77720.16
2026-09-05,Informática/Eletrodomésticos,60000.0,54,1405.14,12.2,10.3,76933.56
2026-09-05,Informática/Eletrodomésticos,60000.0,60,1295.88,12.1,10.3,78808.8
2026-09-05,Informática/Eletrodomésticos,60000.0,66,1206.91,12.0,10.3,80712.06
2026-09-05,Informática/Eletrodomésticos,60000.0,72,1122.17,11.6,9.95,81852.24
2026-09-05,Informática/Eletrodomésticos,60000.0,78,1059.97,11.5,9.95,83733.66
2026-09-05,Informática/Eletrodomésticos,60000.0,84,963.52,9.9,8.6,81991.68
2026-09-05,Informática/Eletrodomésticos,65000.0,12,5742.38,15.3,10.5,70052.56
2026-09-05,Informática/Eletrodomésticos,65000.0,18,3931.3,14.1,10.5,71907.4
2026-09-05,Informática/Eletrodomésticos,65000.0,24,3027.1,13.5,10.5,73794.4
2026-09-05,Informática/Eletrodomésticos,65000.0,30,2485.64,13.1,10.5,75713.2
2026-09-05,Informática/Eletrodomésticos,65000.0,36,2125.55,12.9,10.5,77663.8
2026-09-05,Informática/Eletrodomésticos,65000.0,42,1921.22,14.6,12.1,81835.24
2026-09-05,Informática/Eletrodomésticos,65000.0,48,1730.27,14.4,12.1,84196.96
2026-09-05,Informática/Eletrodomésticos,65000.0,54,1522.24,12.2,10.3,83344.96
2026-09-05,Informática/Eletrodomésticos,65000.0,60,1403.88,12.1,10.3,85376.8
2026-09-05,Informática/Eletrodomésticos,65000.0,66,1307.49,12.0,10.3,87438.34
2026-09-05,Informática/Eletrodomésticos,65000.0,72,1215.68,11.6,9.95,88672.96
2026-09-05,Informática/Eletrodomésticos,65000.0,78,1148.3,11.5,9.95,90711.4
2026-09-05,Informática/Eletrodomésticos,65000.0,84,1043.81,9.9,8.6,88824.04
2026-09-05,Informática/Eletrodomésticos,70000.0,12,6184.1,15.3,10.5,75441.2
2026-09-05,Informática/Eletrodomésticos,70000.0,18,4233.71,14.1,10.5,77438.78
2026-09-05,Informática/Eletrodomésticos,70000.0,24,3259.95,13.5,10.5,79470.8
2026-09-05,Informática/Eletrodomésticos,70000.0,30,2676.84,13.1,10.5,81537.2
2026-09-05,Informática/Eletrodomésticos,70000.0,36,2289.06,12.9,10.5,83638.16
2026-09-05,Informática/Eletrodomésticos,70000.0,42,2069.0,14.6,12.1,88130.0
2026-09-05,Informática/Eletrodomésticos,70000.0,48,1863.37,14.4,12.1,90673.76
2026-09-05,Informática/Eletrodomésticos,70000.0,54,1639.33,12.2,10.3,89755.82
2026-09-05,Informática/Eletrodomésticos,70000.0,60,1511.87,12.1,10.3,91944.2
2026-09-05,Informática/Eletrodomésticos,70000.0,66,1408.06,12.0,10.3,94163.96
2026-09-05,Informática/Eletrodomésticos,70000.0,72,1309.2,11.6,9.95,95494.4
2026-09-05,Informática/Eletrodomésticos,70000.0,78,1236.63,11.5,9.95,97689.14
2026-09-05,Informática/Eletrodomésticos,70000.0,84,1124.11,9.9,8.6,95657.24
2026-09-05,Informática/Eletrodomésticos,75000.0,12,6625.83,15.3,10.5,80829.96
2026-09-05,Informática/Eletrodomésticos,75000.0,18,4536.12,14.1,10.5,82970.16
2026-09-05,Informática/Eletrodomésticos,75000.0,24,3492.8,13.5,10.5,85147.2
2026-09-05,Informática/Eletrodomésticos,75000.0,30,2868.05,13.1,10.5,87361.5
2026-09-05,Informática/Eletrodomésticos,75000.0,36,2452.56,12.9,10.5,89612.16
2026-09-05,Informática/Eletrodomésticos,75000.0,42,2216.79,14.6,12.1,94425.18
2026-09-05,Informática/Eletrodomésticos,75000.0,48,1996.46,14.4,12.1,97150.08
2026-09-05,Informática/Eletrodomésticos,75000.0,54,1756.43,12.2,10.3,96167.22
2026-09-05,Informática/Eletrodomésticos,75000.0,60,1619.86,12.1,10.3,98511.6
2026-09-05,Informática/Eletrodomésticos,75000.0,66,1508.64,12.0,10.3,100890.24
2026-09-05,Informática/Eletrodomésticos,75000.0,72,1402.71,11.6,9.95,102315.12
2026-09-05,Informática/Eletrodomésticos,75000.0,78,1324.96,11.5,9.95,104666.88
2026-09-05,Informática/Eletrodomésticos,75000.0,84,1204.4,9.9,8.6,102489.6
2026-09-05,Automóvel Usado,2500.0,12,219.65,14.1,9.5,2679.8
2026-09-05,Automóvel Usado,2500.0,18,150.0,12.9,9.5,2744.0
2026-09-05,Automóvel Usado,2500.0,24,115.22,12.3,9.5,2809.28
2026-09-05,Automóvel Usado,2500.0,30,96.33,13.8,11.1,2933.9
2026-09-05,Automóvel Usado,2500.0,36,82.49,13.6,11.1,3013.64
2026-09-05,Automóvel Usado,2500.0,42,72.63,13.4,11.1,3094.46
2026-09-05,Automóvel Usado,2500.0,48,65.27,13.2,11.1,3176.96
2026-09-05,Automóvel Usado,2500.0,54,60.48,14.0,11.8,3309.92
2026-09-05,Automóvel Usado,2500.0,60,55.95,13.9,11.8,3401.0
2026-09-05,Automóvel Usado,2500.0,66,52.27,13.8,11.8,3493.82
2026-09-05,Automóvel Usado,2500.0,72,49.63,14.1,12.1,3617.36
2026-09-05,Automóvel Usado,2500.0,78,47.08,14.0,12.1,3716.24
2026-09-05,Automóvel Usado,2500.0,84,44.99,14.1,12.15,3823.16
2026-09-05,Automóvel Usado,5000.0,12,439.3,14.1,9.5,5359.6
2026-09-05,Automóvel Usado,5000.0,18,300.01,12.9,9.5,5488.18
2026-09-05,Automóvel Usado,5000.0,24,230.45,12.3,9.5,5618.8
2026-09-05,Automóvel Usado,5000.0,30,192.66,13.8,11.1,5867.8
2026-09-05,Automóvel Usado,5000.0,36,164.98,13.6,11.1,6027.28
2026-09-05,Automóvel Usado,5000.0,42,145.27,13.4,11.1,6189.34
2026-09-05,Automóvel Usado,5000.0,48,130.54,13.2,11.1,6353.92
2026-09-05,Automóvel Usado,5000.0,54,116.34,11.9,10.0,6370.36
2026-09-05,Automóvel Usado,5000.0,60,107.22,11.8,10.0,6521.2
2026-09-05,Automóvel Usado,5000.0,66,99.8,11.7,10.0,6674.8
2026-09-05,Automóvel Usado,5000.0,72,99.27,14.1,12.1,7235.44
2026-09-05,Automóvel Usado,5000.0,78,94.16,14.0,12.1,7432.48
2026-09-05,Automóvel Usado,5000.0,84,89.98,14.1,12.15,7646.32
2026-09-05,Automóvel Usado,5000.0,90,80.5,11.6,10.1,7333.0
2026-09-05,Automóvel Usado,5000.0,96,77.2,11.6,10.1,7499.2
2026-09-05,Automóvel Usado,10000.0,12,878.6,14.1,9.5,10719.2
2026-09-05,Automóvel Usado,10000.0,18,600.02,12.9,9.5,10976.36
2026-09-05,Automóvel Usado,10000.0,24,460.9,12.3,9.5,11237.6
2026-09-05,Automóvel Usado,10000.0,30,385.31,13.8,11.1,11735.3
2026-09-05,Automóvel Usado,10000.0,36,329.95,13.6,11.1,12054.2
2026-09-05,Automóvel Usado,10000.0,42,290.53,13.4,11.1,12378.26
2026-09-05,Automóvel Usado,10000.0,48,261.09,13.2,11.1,12708.32
2026-09-05,Automóvel Usado,10000.0,54,232.67,11.9,10.0,12740.18
2026-09-05,Automóvel Usado,10000.0,60,214.44,11.8,10.0,13042.4
2026-09-05,Automóvel Usado,10000.0,66,199.6,11.7,10.0,13349.6
2026-09-05,Automóvel Usado,10000.0,72,198.53,14.1,12.1,14470.16
2026-09-05,Automóvel Usado,10000.0,78,188.32,14.0,12.1,14864.96
2026-09-05,Automóvel Usado,10000.0,84,179.97,14.1,12.15,15293.48
2026-09-05,Automóvel Usado,10000.0,90,161.01,11.6,10.1,14666.9
2026-09-05,Automóvel Usado,10000.0,96,154.4,11.6,10.1,14998.4
2026-09-05,Automóvel Usado,10000.0,102,148.61,11.6,10.1,15334.22
2026-09-05,Automóvel Usado,10000.0,108,143.51,11.5,10.1,15675.08
2026-09-05,Automóvel Usado,10000.0,114,138.98,11.5,10.1,16019.72
2026-09-05,Automóvel Usado,10000.0,120,134.93,11.5,10.1,16367.6
2026-09-05,Automóvel Usado,15000.0,12,1317.9,14.1,9.5,16078.8
2026-09-05,Automóvel Usado,15000.0,18,900.03,12.9,9.5,16464.54
2026-09-05,Automóvel Usado,15000.0,24,691.34,12.3,9.5,16856.16
2026-09-05,Automóvel Usado,15000.0,30,569.27,12.4,9.9,17342.1
2026-09-05,Automóvel Usado,15000.0,36,486.12,12.2,9.9,17764.32
2026-09-05,Automóvel Usado,15000.0,42,426.89,12.0,9.9,18193.38
2026-09-05,Automóvel Usado,15000.0,48,382.6,11.8,9.9,18628.8
2026-09-05,Automóvel Usado,15000.0,54,349.01,11.9,10.0,19110.54
2026-09-05,Automóvel Usado,15000.0,60,321.67,11.8,10.0,19564.2
2026-09-05,Automóvel Usado,15000.0,66,299.39,11.7,10.0,20023.74
2026-09-05,Automóvel Usado,15000.0,72,282.91,11.9,10.25,20633.52
2026-09-05,Automóvel Usado,15000.0,78,267.39,11.9,10.25,21120.42
2026-09-05,Automóvel Usado,15000.0,84,252.91,11.7,10.1,21508.44
2026-09-05,Automóvel Usado,15000.0,90,241.51,11.6,10.1,21999.9
2026-09-05,Automóvel Usado,15000.0,96,231.6,11.6,10.1,22497.6
2026-09-05,Automóvel Usado,15000.0,102,222.92,11.6,10.1,23001.84
2026-09-05,Automóvel Usado,15000.0,108,215.26,11.5,10.1,23512.08
2026-09-05,Automóvel Usado,15000.0,114,208.47,11.5,10.1,24029.58
2026-09-05,Automóvel Usado,15000.0,120,202.4,11.5,10.1,24552.0
2026-09-05,Automóvel Usado,20000.0,12,1757.2,14.1,9.5,21438.4
2026-09-05,Automóvel Usado,20000.0,18,1200.04,12.9,9.5,21952.72
2026-09-05,Automóvel Usado,20000.0,24,921.79,12.3,9.5,22474.96
